小韻	字	聲母	韻母	聲調	楊耐思	寧繼福	薛鳳生(音位)	unt(音位)	unt	釋義	校註
盾	盾	審	真文撮	上	ʃiuən	ʂiuən	srywɨn	ʂjwɨn	ʂyn		中古爲船母上聲，應讀去聲
撙	撙	精	真文合	上	tsuən	tsuən	cwɨn	tswɨn	tsun		
損	損	心	真文合	上	suən	suən	swɨn	swɨn	sun		
蠢	蠢	穿	真文撮	上	tʃʻiuən	tʂʻiuən	crhywɨn	tʂʰjwɨn	tʂʰyn		
忖	忖	清	真文合	上	tsʻuən	tsʻuən	chwɨn	tsʰwɨn	tsʰun		
粉	粉	非	真文合	上	fuən	fuən	fwɨn	fwɨn	fun		
穩	穩	影	真文合	上	uən	uən	wɨn	wɨn	un		
衮	衮	見	真文合	上	kuən	kuən	kwɨn	kwɨn	kun		
瞬	瞬	審	真文撮	上	ʃiuən	ʂiuən	srywɨn	ʂjwɨn	ʂyn		中古爲書母去聲，讀上聲不合理。應與盾合併，且置於去聲
儘	儘	精	真文齊	上	tsiən	tsiən	cyɨn	tsjɨn	tsin		
震	震	照	真文齊	去	tʃiən	tʂiən	cryɨn	tʂjɨn	tʂin		
震	陣	照	真文齊	去	tʃiən	tʂiən	cryɨn	tʂjɨn	tʂin		
震	振	照	真文齊	去	tʃiən	tʂiən	cryɨn	tʂjɨn	tʂin		
震	賑	照	真文齊	去	tʃiən	tʂiən	cryɨn	tʂjɨn	tʂin		
震	鎮	照	真文齊	去	tʃiən	tʂiən	cryɨn	tʂjɨn	tʂin		
信	信	心	真文齊	去	siən	siən	syɨn	sjɨn	sin		
信	訊	心	真文齊	去	siən	siən	syɨn	sjɨn	sin		
信	迅	心	真文齊	去	siən	siən	syɨn	sjɨn	sin		
信	贐	心	真文齊	去	siən	siən	syɨn	sjɨn	sin		
信	燼	心	真文齊	去	siən	siən	syɨn	sjɨn	sin		
刃	刃	日	真文齊	去	ʒiən	ɽiən	ryɨn	ɻjɨn	ɻin		
刃	訒	日	真文齊	去	ʒiən	ɽiən	ryɨn	ɻjɨn	ɻin		
刃	仞	日	真文齊	去	ʒiən	ɽiən	ryɨn	ɻjɨn	ɻin		
刃	認	日	真文齊	去	ʒiən	ɽiən	ryɨn	ɻjɨn	ɻin		
吝	吝	來	真文齊	去	liən	liən	lyɨn	ljɨn	lin		
吝	悋	來	真文齊	去	liən	liən	lyɨn	ljɨn	lin		
吝	藺	來	真文齊	去	liən	liən	lyɨn	ljɨn	lin		
吝	磷	來	真文齊	去	liən	liən	lyɨn	ljɨn	lin		
鬢	鬢	幫	真文齊	去	piən	piən	pyɨn	pjɨn	pin		
鬢	殯	幫	真文齊	去	piən	piən	pyɨn	pjɨn	pin		
鬢	臏	幫	真文齊	去	piən	piən	pyɨn	pjɨn	pin		
腎	腎	審	真文齊	去	ʃiən	ʂiən	sryɨn	ʂjɨn	ʂin		
腎	慎	審	真文齊	去	ʃiən	ʂiən	sryɨn	ʂjɨn	ʂin		
醖	醞醖	影	真文撮	去	iuən	iuən	ywɨn	jwɨn	yn		
醖	慍愠	影	真文撮	去	iuən	iuən	ywɨn	jwɨn	yn		
醖	運	影	真文撮	去	iuən	iuən	ywɨn	jwɨn	yn		
醖	薀藴	影	真文撮	去	iuən	iuən	ywɨn	jwɨn	yn		
醖	惲	影	真文撮	去	iuən	iuən	ywɨn	jwɨn	yn		
醖	暈	影	真文撮	去	iuən	iuən	ywɨn	jwɨn	yn		
醖	韻	影	真文撮	去	iuən	iuən	ywɨn	jwɨn	yn		
盡	盡	精	真文齊	去	tsiən	tsiən	cyɨn	tsjɨn	tsin		
盡	晉晋	精	真文齊	去	tsiən	tsiən	cyɨn	tsjɨn	tsin		
盡	進	精	真文齊	去	tsiən	tsiən	cyɨn	tsjɨn	tsin		
盡	璡	精	真文齊	去	tsiən	tsiən	cyɨn	tsjɨn	tsin		
忿	忿	非	真文合	去	fuən	fuən	fwɨn	fwɨn	fun		
忿	分	非	真文合	去	fuən	fuən	fwɨn	fwɨn	fun		
忿	糞	非	真文合	去	fuən	fuən	fwɨn	fwɨn	fun		
忿	奮	非	真文合	去	fuən	fuən	fwɨn	fwɨn	fun		
近	近	見	真文齊	去	kiən	kiən	kyɨn	kjɨn	kin		
近	覲	見	真文齊	去	kiən	kiən	kyɨn	kjɨn	kin		
襯	襯	穿	真文開	去	tʃʻən	tʂʻən	crhɨn	tʂʰɨn	tʂʰɨn		
襯	齔	穿	真文開	去	tʃʻən	tʂʻən	crhɨn	tʂʰɨn	tʂʰɨn		
印	印	影	真文齊	去	iən	iən	yɨn	jɨn	in		
印	孕	影	真文齊	去	iən	iən	yɨn	jɨn	in		
峻	峻	心	真文撮	去	siuən	siuən	sywɨn	sjwɨn	syn		
峻	浚	心	真文撮	去	siuən	siuən	sywɨn	sjwɨn	syn		
峻	殉	心	真文撮	去	siuən	siuən	sywɨn	sjwɨn	syn		
峻	噀	心	真文撮	去	siuən	siuən	sywɨn	sjwɨn	syn		
遜	遜	心	真文合	去	suən	suən	swɨn	swɨn	sun		
遜	巽	心	真文合	去	suən	suən	swɨn	swɨn	sun		
俊	俊	精	真文撮	去	tsiuən	tsiuən	cywɨn	tsjwɨn	tsyn		
俊	駿	精	真文撮	去	tsiuən	tsiuən	cywɨn	tsjwɨn	tsyn		
舜	舜	審	真文撮	去	ʃiuən	ʂiuən	srywɨn	ʂjwɨn	ʂyn		
舜	順	審	真文撮	去	ʃiuən	ʂiuən	srywɨn	ʂjwɨn	ʂyn		
閏	閏	日	真文撮	去	ʒiuən	ɽiuən	rywɨn	ɻjwɨn	ɻyn		
閏	潤	日	真文撮	去	ʒiuən	ɽiuən	rywɨn	ɻjwɨn	ɻyn		
問	問	微	真文合	去	vuən	ʋuən	vwɨn	ʋwɨn	ʋun		
問	紊	微	真文合	去	vuən	ʋuən	vwɨn	ʋwɨn	ʋun		
頓	頓	端	真文合	去	tuən	tuən	twɨn	twɨn	tun		
頓	囤	端	真文合	去	tuən	tuən	twɨn	twɨn	tun		
頓	鈍	端	真文合	去	tuən	tuən	twɨn	twɨn	tun		
頓	遁	端	真文合	去	tuən	tuən	twɨn	twɨn	tun		
頓	盾	端	真文合	去	tuən	tuən	twɨn	twɨn	tun		
頓	沌	端	真文合	去	tuən	tuən	twɨn	twɨn	tun		
悶	悶	明	真文合	去	muən	muən	mwɨn	mwɨn	mun		
悶	懣	明	真文合	去	muən	muən	mwɨn	mwɨn	mun		
逩	逩	幫	真文合	去	puən	puən	pwɨn	pwɨn	pun		
逩	倴	幫	真文合	去	puən	puən	pwɨn	pwɨn	pun		
訓	訓	曉	真文撮	去	xiuən	xiuən	hywɨn	xjwɨn	xyn		
郡	郡	見	真文撮	去	kiuən	kiuən	kywɨn	kjwɨn	kyn		
困	困	溪	真文合	去	kʻuən	kʻuən	khwɨn	kʰwɨn	kʰun		
噴2	噴	滂	真文合	去	pʻuən	pʻuən	phwɨn	pʰwɨn	pʰun		
釁	釁	曉	真文齊	去	xiən	xiən	hyɨn	xjɨn	xin		
論2	論	來	真文合	去	luən	luən	lwɨn	lwɨn	lun		
混	混	曉	真文合	去	xuən	xuən	hwɨn	xwɨn	xun		
寸	寸	清	真文合	去	tsʻuən	tsʻuən	chwɨn	tsʰwɨn	tsʰun		
恨	恨	曉	真文開	去	xən	xən	hɨn	xɨn	xɨn		
嫩	嫩	泥	真文合	去	nuən	nuən	nwɨn	nwɨn	nun		
褪	褪	透	真文合	去	tʻuən	tʻuən	thwɨn	tʰwɨn	tʰun		
揾	搵揾	影	真文合	去	uən	uən	wɨn	wɨn	un		
揾	諢	影	真文合	去	uən	uən	wɨn	wɨn	un		
趁	趁	穿	真文齊	去	tʃʻiən	tʂʻiən	crhyɨn	tʂʰjɨn	tʂʰin		
趁	疢	穿	真文齊	去	tʃʻiən	tʂʻiən	crhyɨn	tʂʰjɨn	tʂʰin		
山	山	審	寒山開	陰	ʃan	ʂan	sran	ʂan	ʂan		
山	刪删	審	寒山開	陰	ʃan	ʂan	sran	ʂan	ʂan		
山	潸	審	寒山開	陰	ʃan	ʂan	sran	ʂan	ʂan		
丹	丹	端	寒山開	陰	tan	tan	tan	tan	tan		
丹	單	端	寒山開	陰	tan	tan	tan	tan	tan		
丹	殫	端	寒山開	陰	tan	tan	tan	tan	tan		
丹	鄲	端	寒山開	陰	tan	tan	tan	tan	tan		
丹	簞	端	寒山開	陰	tan	tan	tan	tan	tan		
干	干	見	寒山開	陰	kan	kan	kan	kan	kan		
干	竿	見	寒山開	陰	kan	kan	kan	kan	kan		
干	肝	見	寒山開	陰	kan	kan	kan	kan	kan		
干	玕	見	寒山開	陰	kan	kan	kan	kan	kan		
干	乾	見	寒山開	陰	kan	kan	kan	kan	kan		
安	安	影	寒山開	陰	an	an	an	an	an		
安	鞍	影	寒山開	陰	an	an	an	an	an		
姦	姦	見	寒山齊	陰	ki̯an	kian	kyan	kjan	kjan		
姦	奸	見	寒山齊	陰	ki̯an	kian	kyan	kjan	kjan		
姦	間	見	寒山齊	陰	ki̯an	kian	kyan	kjan	kjan		
姦	艱	見	寒山齊	陰	ki̯an	kian	kyan	kjan	kjan		
姦	菅	見	寒山齊	陰	ki̯an	kian	kyan	kjan	kjan		
刊	刊	溪	寒山開	陰	kʻan	kʻan	khan	kʰan	kʰan		
刊	看	溪	寒山開	陰	kʻan	kʻan	khan	kʰan	kʰan		
關	關	見	寒山合	陰	kuan	kuan	kwan	kwan	kwan		
關	綸	見	寒山合	陰	kuan	kuan	kwan	kwan	kwan		
關	鰥	見	寒山合	陰	kuan	kuan	kwan	kwan	kwan		
關	擐	見	寒山合	陰	kuan	kuan	kwan	kwan	kwan		
𣟴	𣠯𣟴	審	寒山合	陰	ʃuan	ʂuan	srwan	ʂwan	ʂwan		
𣟴	拴	審	寒山合	陰	ʃuan	ʂuan	srwan	ʂwan	ʂwan		
斑	斑	幫	寒山開	陰	pan	puan	pwan	pan	pan		
斑	班	幫	寒山開	陰	pan	puan	pwan	pan	pan		
斑	般	幫	寒山開	陰	pan	puan	pwan	pan	pan		
斑	扳	幫	寒山開	陰	pan	puan	pwan	pan	pan		
斑	頒	幫	寒山開	陰	pan	puan	pwan	pan	pan		
彎	彎	影	寒山合	陰	uan	uan	wan	wan	wan		
彎	灣	影	寒山合	陰	uan	uan	wan	wan	wan		
灘	灘	透	寒山開	陰	tʻan	tʻan	than	tʰan	tʰan		
灘	攤	透	寒山開	陰	tʻan	tʻan	than	tʰan	tʰan		
番	番	非	寒山開	陰	fan	fuan	fwan	fan	fan		
番	蕃	非	寒山開	陰	fan	fuan	fwan	fan	fan		
番	翻	非	寒山開	陰	fan	fuan	fwan	fan	fan		
番	轓	非	寒山開	陰	fan	fuan	fwan	fan	fan		
番	旛	非	寒山開	陰	fan	fuan	fwan	fan	fan		
番	藩	非	寒山開	陰	fan	fuan	fwan	fan	fan		
番	反	非	寒山開	陰	fan	fuan	fwan	fan	fan		
珊	珊	心	寒山開	陰	san	san	san	san	san		
珊	跚	心	寒山開	陰	san	san	san	san	san		
攀	攀	滂	寒山開	陰	pʻan	pʻuan	phwan	pʰan	pʰan		
慳	慳	溪	寒山齊	陰	kʻi̯an	kʻian	khyan	kʰjan	kʰjan		
赸	赸	照	寒山開	陰	tʃan	tʂan	cran	tʂan	tʂan		《中州音韻》之山切
餐	餐	清	寒山開	陰	tsʻan	tsʻan	chan	tsʰan	tsʰan		
跧	跧	照	寒山合	陰	tʃuan	tʂuan	crwan	tʂwan	tʂwan		
殷	殷	影	寒山齊	陰	i̯an	ian	yan	jan	jan		
寒	寒	曉	寒山開	陽	xan	xan	han	xan	xan		
寒	邯	曉	寒山開	陽	xan	xan	han	xan	xan		
寒	韓	曉	寒山開	陽	xan	xan	han	xan	xan		
寒	汗	曉	寒山開	陽	xan	xan	han	xan	xan		
寒	翰	曉	寒山開	陽	xan	xan	han	xan	xan		
闌	闌	來	寒山開	陽	lan	lan	lan	lan	lan		
闌	蘭	來	寒山開	陽	lan	lan	lan	lan	lan		
闌	欄	來	寒山開	陽	lan	lan	lan	lan	lan		
闌	斓斕	來	寒山開	陽	lan	lan	lan	lan	lan		
闌	襴	來	寒山開	陽	lan	lan	lan	lan	lan		
闌	攔	來	寒山開	陽	lan	lan	lan	lan	lan		
還	還	曉	寒山合	陽	xuan	xuan	hwan	xwan	xwan		
還	環	曉	寒山合	陽	xuan	xuan	hwan	xwan	xwan		
還	鬟	曉	寒山合	陽	xuan	xuan	hwan	xwan	xwan		
還	寰	曉	寒山合	陽	xuan	xuan	hwan	xwan	xwan		
還	闤	曉	寒山合	陽	xuan	xuan	hwan	xwan	xwan		
還	圜	曉	寒山合	陽	xuan	xuan	hwan	xwan	xwan		
還	鐶	曉	寒山合	陽	xuan	xuan	hwan	xwan	xwan		
殘	殘	清	寒山開	陽	tsʻan	tsʻan	chan	tsʰan	tsʰan		
殘	戔	清	寒山開	陽	tsʻan	tsʻan	chan	tsʰan	tsʰan		
閑	閑	曉	寒山齊	陽	xi̯an	xian	hyan	xjan	xjan		
閑	鷴	曉	寒山齊	陽	xi̯an	xian	hyan	xjan	xjan		
閑	𤺛	曉	寒山齊	陽	xi̯an	xian	hyan	xjan	xjan		
壇	壇	透	寒山開	陽	tʻan	tʻan	than	tʰan	tʰan		
壇	檀	透	寒山開	陽	tʻan	tʻan	than	tʰan	tʰan		
壇	彈	透	寒山開	陽	tʻan	tʻan	than	tʰan	tʰan		
煩	煩	非	寒山開	陽	fan	fuan	fwan	fan	fan		
煩	繁	非	寒山開	陽	fan	fuan	fwan	fan	fan		
煩	膰	非	寒山開	陽	fan	fuan	fwan	fan	fan		
煩	礬	非	寒山開	陽	fan	fuan	fwan	fan	fan		
煩	蠜	非	寒山開	陽	fan	fuan	fwan	fan	fan		
煩	帆	非	寒山開	陽	fan	fuan	fwan	fan	fan		
煩	樊	非	寒山開	陽	fan	fuan	fwan	fan	fan		
煩	凡	非	寒山開	陽	fan	fuan	fwan	fan	fan		
難1	難	泥	寒山開	陽	nan	nan	nan	nan	nan		
蠻	蠻	明	寒山開	陽	man	muan	mwan	man	man		
顔	顔	影	寒山齊	陽	i̯an	ian	yan	jan	jan		
潺	潺	穿	寒山開	陽	tʃʻan	tʂʻan	crhan	tʂʰan	tʂʰan		
頑	頑	影	寒山合	陽	uan	uan	wan	wan	wan		
反	反	非	寒山開	上	fan	fuan	fwan	fan	fan		
反	返	非	寒山開	上	fan	fuan	fwan	fan	fan		
反	坂	非	寒山開	上	fan	fuan	fwan	fan	fan		
散1	散	心	寒山開	上	san	san	san	san	san		
散1	傘	心	寒山開	上	san	san	san	san	san		
散1	繖	心	寒山開	上	san	san	san	san	san		
晚	晚	微	寒山開	上	van	ʋuan	vwan	ʋan	ʋan		
晚	挽	微	寒山開	上	van	ʋuan	vwan	ʋan	ʋan		
板	板	幫	寒山開	上	pan	puan	pwan	pan	pan		
板	鈑	幫	寒山開	上	pan	puan	pwan	pan	pan		
簡	簡	見	寒山齊	上	ki̯an	kian	kyan	kjan	kjan		
簡	揀	見	寒山齊	上	ki̯an	kian	kyan	kjan	kjan		
産	產産	穿	寒山開	上	tʃʻan	tʂʻan	crhan	tʂʰan	tʂʰan		
産	鏟	穿	寒山開	上	tʃʻan	tʂʻan	crhan	tʂʰan	tʂʰan		
産	剗	穿	寒山開	上	tʃʻan	tʂʻan	crhan	tʂʰan	tʂʰan		
癉	癉	端	寒山開	上	tan	tan	tan	tan	tan		
癉	亶	端	寒山開	上	tan	tan	tan	tan	tan		
赶	赶	見	寒山開	上	kan	kan	kan	kan	kan		
赶	稈	見	寒山開	上	kan	kan	kan	kan	kan		
赶	簳	見	寒山開	上	kan	kan	kan	kan	kan		
坦	坦	透	寒山開	上	tʻan	tʻan	than	tʰan	tʰan		
坦	袒	透	寒山開	上	tʻan	tʻan	than	tʰan	tʰan		
罕	罕	曉	寒山開	上	xan	xan	han	xan	xan		
侃	侃	溪	寒山開	上	kʻan	kʻan	khan	kʰan	kʰan		
懶	懶	來	寒山開	上	lan	lan	lan	lan	lan		
趲	趲	精	寒山開	上	tsan	tsan	can	tsan	tsan		
綰	綰	影	寒山合	上	uan	uan	wan	wan	wan		
赧	赧	泥	寒山開	上	nan	nan	nan	nan	nan		
盞	盞	照	寒山開	上	tʃan	tʂan	cran	tʂan	tʂan		
盞	琖	照	寒山開	上	tʃan	tʂan	cran	tʂan	tʂan		
眼	眼	影	寒山齊	上	i̯an	ian	yan	jan	jan		
旱	旱	曉	寒山開	去	xan	xan	han	xan	xan		
旱	悍	曉	寒山開	去	xan	xan	han	xan	xan		
旱	銲	曉	寒山開	去	xan	xan	han	xan	xan		
旱	漢	曉	寒山開	去	xan	xan	han	xan	xan		
旱	翰	曉	寒山開	去	xan	xan	han	xan	xan		
旱	瀚	曉	寒山開	去	xan	xan	han	xan	xan		
旱	汗	曉	寒山開	去	xan	xan	han	xan	xan		
旱	鼾	曉	寒山開	去	xan	xan	han	xan	xan		
旱	骭	曉	寒山開	去	xan	xan	han	xan	xan		
旦	旦	端	寒山開	去	tan	tan	tan	tan	tan		
旦	誕	端	寒山開	去	tan	tan	tan	tan	tan		
旦	嘽	端	寒山開	去	tan	tan	tan	tan	tan		
旦	彈	端	寒山開	去	tan	tan	tan	tan	tan		
旦	憚	端	寒山開	去	tan	tan	tan	tan	tan		
旦	但	端	寒山開	去	tan	tan	tan	tan	tan		
萬	萬	微	寒山開	去	van	ʋuan	vwan	ʋan	ʋan		
萬	蔓	微	寒山開	去	van	ʋuan	vwan	ʋan	ʋan		
萬	曼	微	寒山開	去	van	ʋuan	vwan	ʋan	ʋan		
嘆	嘆	透	寒山開	去	tʻan	tʻan	than	tʰan	tʰan		
嘆	炭	透	寒山開	去	tʻan	tʻan	than	tʰan	tʰan		
案	案	影	寒山開	去	an	an	an	an	an		
案	按	影	寒山開	去	an	an	an	an	an		
案	岸	影	寒山開	去	an	an	an	an	an		
案	犴	影	寒山開	去	an	an	an	an	an		
案	旰	影	寒山開	去	an	an	an	an	an		
案	閈	影	寒山開	去	an	an	an	an	an		
案	喭	影	寒山開	去	an	an	an	an	an		
幹	幹	見	寒山開	去	kan	kan	kan	kan	kan		
幹	榦	見	寒山開	去	kan	kan	kan	kan	kan		
粲	粲	清	寒山開	去	tsʻan	tsʻan	chan	tsʰan	tsʰan		
粲	燦	清	寒山開	去	tsʻan	tsʻan	chan	tsʰan	tsʰan		
粲	璨	清	寒山開	去	tsʻan	tsʻan	chan	tsʰan	tsʰan		
棧	棧	照	寒山開	去	tʃan	tʂan	cran	tʂan	tʂan		
棧	綻	照	寒山開	去	tʃan	tʂan	cran	tʂan	tʂan		
棧	䋎	照	寒山開	去	tʃan	tʂan	cran	tʂan	tʂan		
盼	盼	滂	寒山開	去	pʻan	pʻuan	phwan	pʰan	pʰan		
盼	襻	滂	寒山開	去	pʻan	pʻuan	phwan	pʰan	pʰan		
譔	譔	照	寒山合	去	tʃuan	tʂuan	crwan	tʂwan	tʂwan		
譔	饌	照	寒山合	去	tʃuan	tʂuan	crwan	tʂwan	tʂwan		
渲	渲	審	寒山合	去	ʃuan	ʂuan	srwan	ʂwan	ʂwan		
渲	𤅲	審	寒山合	去	ʃuan	ʂuan	srwan	ʂwan	ʂwan		
慢	慢	明	寒山開	去	man	muan	mwan	man	man		
慢	謾	明	寒山開	去	man	muan	mwan	man	man		
慢	嫚	明	寒山開	去	man	muan	mwan	man	man		
慣	慣	見	寒山合	去	kuan	kuan	kwan	kwan	kwan		
慣	丱	見	寒山合	去	kuan	kuan	kwan	kwan	kwan		
慣	摜	見	寒山合	去	kuan	kuan	kwan	kwan	kwan		
贊	贊	精	寒山開	去	tsan	tsan	can	tsan	tsan		
贊	讚	精	寒山開	去	tsan	tsan	can	tsan	tsan		
贊	灒	精	寒山開	去	tsan	tsan	can	tsan	tsan		
贊	瓚	精	寒山開	去	tsan	tsan	can	tsan	tsan		
贊	酇	精	寒山開	去	tsan	tsan	can	tsan	tsan		
患	患	曉	寒山合	去	xuan	xuan	hwan	xwan	xwan		
患	幻	曉	寒山合	去	xuan	xuan	hwan	xwan	xwan		
患	宦	曉	寒山合	去	xuan	xuan	hwan	xwan	xwan		
患	擐	曉	寒山合	去	xuan	xuan	hwan	xwan	xwan		
患	豢	曉	寒山合	去	xuan	xuan	hwan	xwan	xwan		
間	間	見	寒山齊	去	ki̯an	kian	kyan	kjan	kjan		
間	澗	見	寒山齊	去	ki̯an	kian	kyan	kjan	kjan		
間	諫	見	寒山齊	去	ki̯an	kian	kyan	kjan	kjan		
間	覸	見	寒山齊	去	ki̯an	kian	kyan	kjan	kjan		
訕	訕	審	寒山開	去	ʃan	ʂan	sran	ʂan	ʂan		
訕	疝	審	寒山開	去	ʃan	ʂan	sran	ʂan	ʂan		
訕	汕	審	寒山開	去	ʃan	ʂan	sran	ʂan	ʂan		
辦	辦	幫	寒山開	去	pan	puan	pwan	pan	pan		
辦	瓣	幫	寒山開	去	pan	puan	pwan	pan	pan		
辦	扮	幫	寒山開	去	pan	puan	pwan	pan	pan		
辦	絆	幫	寒山開	去	pan	puan	pwan	pan	pan		
飯	飯	非	寒山開	去	fan	fuan	fwan	fan	fan		
飯	販	非	寒山開	去	fan	fuan	fwan	fan	fan		
飯	畈	非	寒山開	去	fan	fuan	fwan	fan	fan		
飯	範	非	寒山開	去	fan	fuan	fwan	fan	fan		
飯	泛	非	寒山開	去	fan	fuan	fwan	fan	fan		
飯	范	非	寒山開	去	fan	fuan	fwan	fan	fan		
飯	犯	非	寒山開	去	fan	fuan	fwan	fan	fan		
限	限	曉	寒山齊	去	xi̯an	xian	hyan	xjan	xjan		
限	䦘	曉	寒山齊	去	xi̯an	xian	hyan	xjan	xjan		
限	莧	曉	寒山齊	去	xi̯an	xian	hyan	xjan	xjan		
鴈	鴈	影	寒山齊	去	i̯an	ian	yan	jan	jan		
鴈	贗	影	寒山齊	去	i̯an	ian	yan	jan	jan		
鴈	晏	影	寒山齊	去	i̯an	ian	yan	jan	jan		
鴈	鷃	影	寒山齊	去	i̯an	ian	yan	jan	jan		
看	看	溪	寒山開	去	kʻan	kʻan	khan	kʰan	kʰan		
爛	爛	來	寒山開	去	lan	lan	lan	lan	lan		
篡	篡	穿	寒山合	去	tʃʻuan	tʂʻuan	crhwan	tʂʰwan	tʂʰwan		
散2	散	心	寒山開	去	san	san	san	san	san		
難2	難	泥	寒山開	去	nan	nan	nan	nan	nan		
腕	腕	影	寒山合	去	uan	uan	wan	wan	wan		
官	官	見	桓歡合	陰	kon	kuɔn	kwon	kwʌn	kwɔn		
官	冠	見	桓歡合	陰	kon	kuɔn	kwon	kwʌn	kwɔn		
官	棺	見	桓歡合	陰	kon	kuɔn	kwon	kwʌn	kwɔn		
官	觀	見	桓歡合	陰	kon	kuɔn	kwon	kwʌn	kwɔn		
搬	搬	幫	桓歡合	陰	pon	puɔn	pwon	pwʌn	pɔn		
搬	般	幫	桓歡合	陰	pon	puɔn	pwon	pwʌn	pɔn		
懽	懽	曉	桓歡合	陰	xon	xuɔn	hwon	xwʌn	xwɔn		
懽	讙	曉	桓歡合	陰	xon	xuɔn	hwon	xwʌn	xwɔn		
懽	驩	曉	桓歡合	陰	xon	xuɔn	hwon	xwʌn	xwɔn		
懽	貛	曉	桓歡合	陰	xon	xuɔn	hwon	xwʌn	xwɔn		
懽	獾	曉	桓歡合	陰	xon	xuɔn	hwon	xwʌn	xwɔn		
潘	潘	滂	桓歡合	陰	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
潘	𢬵	滂	桓歡合	陰	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
端	端	端	桓歡合	陰	ton	tuɔn	twon	twʌn	twɔn		
端	耑	端	桓歡合	陰	ton	tuɔn	twon	twʌn	twɔn		
剜	剜	影	桓歡合	陰	on	uɔn	won	wʌn	wɔn		
剜	豌	影	桓歡合	陰	on	uɔn	won	wʌn	wɔn		
剜	蜿	影	桓歡合	陰	on	uɔn	won	wʌn	wɔn		
酸	酸	心	桓歡合	陰	son	suɔn	swon	swʌn	swɔn		
酸	狻	心	桓歡合	陰	son	suɔn	swon	swʌn	swɔn		
寬	寬	溪	桓歡合	陰	kʻon	kʻuɔn	khwon	kʰwʌn	kʰwɔn		
鑽1	鑽	精	桓歡合	陰	tson	tsuɔn	cwon	tswʌn	tswɔn		
湍	湍	透	桓歡合	陰	tʻon	tʻuɔn	thwon	tʰwʌn	tʰwɔn		
攛	攛	清	桓歡合	陰	tsʻon	tsʻuɔn	chwon	tsʰwʌn	tsʰwɔn		
鸞	鸞	來	桓歡合	陽	lon	luɔn	lwon	lwʌn	lwɔn		
鸞	鑾	來	桓歡合	陽	lon	luɔn	lwon	lwʌn	lwɔn		
鸞	巒	來	桓歡合	陽	lon	luɔn	lwon	lwʌn	lwɔn		
鸞	欒	來	桓歡合	陽	lon	luɔn	lwon	lwʌn	lwɔn		
鸞	灤	來	桓歡合	陽	lon	luɔn	lwon	lwʌn	lwɔn		
鸞	圞圝	來	桓歡合	陽	lon	luɔn	lwon	lwʌn	lwɔn		
瞞	瞞	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
瞞	謾	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
瞞	縵	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
瞞	漫	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
瞞	鞔	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
瞞	饅	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
瞞	𩆓	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
瞞	鏝	明	桓歡合	陽	mon	muɔn	mwon	mwʌn	mɔn		
桓	桓	曉	桓歡合	陽	xon	xuɔn	hwon	xwʌn	xwɔn		
桓	綄	曉	桓歡合	陽	xon	xuɔn	hwon	xwʌn	xwɔn		
丸	丸	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
丸	刓	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
丸	蚖	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
丸	綄	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
丸	紈	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
丸	完	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
丸	瓛	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
丸	岏	影	桓歡合	陽	on	uɔn	won	wʌn	wɔn		
團	團	透	桓歡合	陽	tʻon	tʻuɔn	thwon	tʰwʌn	tʰwɔn		
團	摶	透	桓歡合	陽	tʻon	tʻuɔn	thwon	tʰwʌn	tʰwɔn		
團	漙	透	桓歡合	陽	tʻon	tʻuɔn	thwon	tʰwʌn	tʰwɔn		
團	慱	透	桓歡合	陽	tʻon	tʻuɔn	thwon	tʰwʌn	tʰwɔn		
盤	盤	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	槃	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	瘢	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	磐	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	䰉	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	般	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	鞶	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	媻	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
