小韻	字	聲母	韻母	聲調	楊耐思	寧繼福	薛鳳生(音位)	unt(音位)	unt	釋義	校註
盤	磻	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	蟠	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	胖	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	弁	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
盤	幋	滂	桓歡合	陽	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
攢	攢	清	桓歡合	陽	tsʻon	tsʻuɔn	chwon	tsʰwʌn	tsʰwɔn		
攢	穳	清	桓歡合	陽	tsʻon	tsʻuɔn	chwon	tsʰwʌn	tsʰwɔn		
館	館	見	桓歡合	上	kon	kuɔn	kwon	kwʌn	kwɔn		
館	管	見	桓歡合	上	kon	kuɔn	kwon	kwʌn	kwɔn		
館	痯	見	桓歡合	上	kon	kuɔn	kwon	kwʌn	kwɔn		
館	琯	見	桓歡合	上	kon	kuɔn	kwon	kwʌn	kwɔn		
館	脘	見	桓歡合	上	kon	kuɔn	kwon	kwʌn	kwɔn		
纂	纂	精	桓歡合	上	tson	tsuɔn	cwon	tswʌn	tswɔn		
纂	纘	精	桓歡合	上	tson	tsuɔn	cwon	tswʌn	tswɔn		
纂	䂎	精	桓歡合	上	tson	tsuɔn	cwon	tswʌn	tswɔn		
纂	酇	精	桓歡合	上	tson	tsuɔn	cwon	tswʌn	tswɔn		
款	款	溪	桓歡合	上	kʻon	kʻuɔn	khwon	kʰwʌn	kʰwɔn		
盥	盥	曉	桓歡合	上	xon	xuɔn	hwon	xwʌn	xwɔn		《中州樂府音韻類編》盥澣爲兩小韻，且盥位於款前（一些校本將館盥合併，誤）。“盥”《廣韻》見母，《中州音韻》“盥”在館小韻中。暫不作調整
盥	澣	曉	桓歡合	上	xon	xuɔn	hwon	xwʌn	xwɔn		
滿	滿	明	桓歡合	上	mon	muɔn	mwon	mwʌn	mɔn		
滿	懣	明	桓歡合	上	mon	muɔn	mwon	mwʌn	mɔn		
暖	暖	泥	桓歡合	上	non	nuɔn	nwon	nwʌn	nwɔn		
暖	餪	泥	桓歡合	上	non	nuɔn	nwon	nwʌn	nwɔn		
椀	椀	影	桓歡合	上	on	uɔn	won	wʌn	wɔn		
疃	疃	透	桓歡合	上	tʻon	tʻuɔn	thwon	tʰwʌn	tʰwɔn		
卵	卵	來	桓歡合	上	lon	luɔn	lwon	lwʌn	lwɔn		
短	短	端	桓歡合	上	ton	tuɔn	twon	twʌn	twɔn		
唤	喚唤	曉	桓歡合	去	xon	xuɔn	hwon	xwʌn	xwɔn		
唤	換换	曉	桓歡合	去	xon	xuɔn	hwon	xwʌn	xwɔn		
唤	煥焕	曉	桓歡合	去	xon	xuɔn	hwon	xwʌn	xwɔn		
唤	渙涣	曉	桓歡合	去	xon	xuɔn	hwon	xwʌn	xwɔn		
唤	緩	曉	桓歡合	去	xon	xuɔn	hwon	xwʌn	xwɔn		
唤	逭	曉	桓歡合	去	xon	xuɔn	hwon	xwʌn	xwɔn		
唤	奐奂	曉	桓歡合	去	xon	xuɔn	hwon	xwʌn	xwɔn		
翫	翫	影	桓歡合	去	on	uɔn	won	wʌn	wɔn		
翫	玩	影	桓歡合	去	on	uɔn	won	wʌn	wɔn		
翫	腕	影	桓歡合	去	on	uɔn	won	wʌn	wɔn		
翫	惋	影	桓歡合	去	on	uɔn	won	wʌn	wɔn		
鏝	鏝	明	桓歡合	去	mon	muɔn	mwon	mwʌn	mɔn		
鏝	幔	明	桓歡合	去	mon	muɔn	mwon	mwʌn	mɔn		
鏝	漫	明	桓歡合	去	mon	muɔn	mwon	mwʌn	mɔn		
鏝	墁	明	桓歡合	去	mon	muɔn	mwon	mwʌn	mɔn		
竄	竄	清	桓歡合	去	tsʻon	tsʻuɔn	chwon	tsʰwʌn	tsʰwɔn		
竄	爨	清	桓歡合	去	tsʻon	tsʻuɔn	chwon	tsʰwʌn	tsʰwɔn		
竄	攛	清	桓歡合	去	tsʻon	tsʻuɔn	chwon	tsʰwʌn	tsʰwɔn		
竄	躥	清	桓歡合	去	tsʻon	tsʻuɔn	chwon	tsʰwʌn	tsʰwɔn		
斷	斷	端	桓歡合	去	ton	tuɔn	twon	twʌn	twɔn		
斷	鍛	端	桓歡合	去	ton	tuɔn	twon	twʌn	twɔn		
斷	段	端	桓歡合	去	ton	tuɔn	twon	twʌn	twɔn		
筭	筭	心	桓歡合	去	son	suɔn	swon	swʌn	swɔn		
筭	蒜	心	桓歡合	去	son	suɔn	swon	swʌn	swɔn		
判	判	滂	桓歡合	去	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
判	𢬵	滂	桓歡合	去	pʻon	pʻuɔn	phwon	pʰwʌn	pʰɔn		
貫	貫	見	桓歡合	去	kon	kuɔn	kwon	kwʌn	kwɔn		
貫	冠	見	桓歡合	去	kon	kuɔn	kwon	kwʌn	kwɔn		
貫	觀	見	桓歡合	去	kon	kuɔn	kwon	kwʌn	kwɔn		
貫	灌	見	桓歡合	去	kon	kuɔn	kwon	kwʌn	kwɔn		
貫	祼	見	桓歡合	去	kon	kuɔn	kwon	kwʌn	kwɔn		
貫	瓘	見	桓歡合	去	kon	kuɔn	kwon	kwʌn	kwɔn		
貫	鸛	見	桓歡合	去	kon	kuɔn	kwon	kwʌn	kwɔn		
半	半	幫	桓歡合	去	pon	puɔn	pwon	pwʌn	pɔn		
半	伴	幫	桓歡合	去	pon	puɔn	pwon	pwʌn	pɔn		
半	泮	幫	桓歡合	去	pon	puɔn	pwon	pwʌn	pɔn		
半	沜	幫	桓歡合	去	pon	puɔn	pwon	pwʌn	pɔn		
半	畔	幫	桓歡合	去	pon	puɔn	pwon	pwʌn	pɔn		
半	絆	幫	桓歡合	去	pon	puɔn	pwon	pwʌn	pɔn		
鑽2	鑽	精	桓歡合	去	tson	tsuɔn	cwon	tswʌn	tswɔn		
亂	亂	來	桓歡合	去	lon	luɔn	lwon	lwʌn	lwɔn		
彖	彖	透	桓歡合	去	tʻon	tʻuɔn	thwon	tʰwʌn	tʰwɔn		
愞	愞	泥	桓歡合	去	non	nuɔn	nwon	nwʌn	nwɔn		
先	先	心	先天齊	陰	siɛn	siɛn	syen	sjɛn	sjɛn		
先	仙	心	先天齊	陰	siɛn	siɛn	syen	sjɛn	sjɛn		
先	躚蹮	心	先天齊	陰	siɛn	siɛn	syen	sjɛn	sjɛn		
先	鮮	心	先天齊	陰	siɛn	siɛn	syen	sjɛn	sjɛn		
煎	煎	精	先天齊	陰	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
煎	湔	精	先天齊	陰	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
煎	箋	精	先天齊	陰	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
煎	韉	精	先天齊	陰	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
煎	濺	精	先天齊	陰	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
煎	籛	精	先天齊	陰	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
堅	堅	見	先天齊	陰	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
堅	肩	見	先天齊	陰	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
堅	甄	見	先天齊	陰	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
顛	顛	端	先天齊	陰	tiɛn	tiɛn	tyen	tjɛn	tjɛn		
顛	瘨	端	先天齊	陰	tiɛn	tiɛn	tyen	tjɛn	tjɛn		
顛	巔	端	先天齊	陰	tiɛn	tiɛn	tyen	tjɛn	tjɛn		
鵑	鵑	見	先天撮	陰	kiuɛn	kiuɛn	kywen	kjwɛn	kɥɛn		
鵑	涓	見	先天撮	陰	kiuɛn	kiuɛn	kywen	kjwɛn	kɥɛn		
鵑	娟	見	先天撮	陰	kiuɛn	kiuɛn	kywen	kjwɛn	kɥɛn		
鵑	蠲	見	先天撮	陰	kiuɛn	kiuɛn	kywen	kjwɛn	kɥɛn		
邊	邊	幫	先天齊	陰	piɛn	piɛn	pyen	pjɛn	pjɛn		
邊	籩	幫	先天齊	陰	piɛn	piɛn	pyen	pjɛn	pjɛn		
邊	編	幫	先天齊	陰	piɛn	piɛn	pyen	pjɛn	pjɛn		
邊	鞭	幫	先天齊	陰	piɛn	piɛn	pyen	pjɛn	pjɛn		
邊	鯿	幫	先天齊	陰	piɛn	piɛn	pyen	pjɛn	pjɛn		
喧	喧	曉	先天撮	陰	xiuɛn	xiuɛn	hywen	xjwɛn	xɥɛn		
喧	暄	曉	先天撮	陰	xiuɛn	xiuɛn	hywen	xjwɛn	xɥɛn		
喧	萱	曉	先天撮	陰	xiuɛn	xiuɛn	hywen	xjwɛn	xɥɛn		
喧	塤	曉	先天撮	陰	xiuɛn	xiuɛn	hywen	xjwɛn	xɥɛn		
喧	諠	曉	先天撮	陰	xiuɛn	xiuɛn	hywen	xjwɛn	xɥɛn		
氈	氈	照	先天齊	陰	tʃiɛn	tʂiɛn	cryen	tʂjɛn	tʂjɛn		
氈	鸇	照	先天齊	陰	tʃiɛn	tʂiɛn	cryen	tʂjɛn	tʂjɛn		
氈	鱣	照	先天齊	陰	tʃiɛn	tʂiɛn	cryen	tʂjɛn	tʂjɛn		
氈	饘	照	先天齊	陰	tʃiɛn	tʂiɛn	cryen	tʂjɛn	tʂjɛn		
氈	邅	照	先天齊	陰	tʃiɛn	tʂiɛn	cryen	tʂjɛn	tʂjɛn		
氈	旃	照	先天齊	陰	tʃiɛn	tʂiɛn	cryen	tʂjɛn	tʂjɛn		
氈	栴	照	先天齊	陰	tʃiɛn	tʂiɛn	cryen	tʂjɛn	tʂjɛn		
羶	羶	審	先天齊	陰	ʃiɛn	ʂiɛn	sryen	ʂjɛn	ʂjɛn		
羶	扇	審	先天齊	陰	ʃiɛn	ʂiɛn	sryen	ʂjɛn	ʂjɛn		
羶	煽	審	先天齊	陰	ʃiɛn	ʂiɛn	sryen	ʂjɛn	ʂjɛn		
專	專	照	先天撮	陰	tʃiuɛn	tʂiuɛn	crywen	tʂjwɛn	tʂɥɛn		
專	磚	照	先天撮	陰	tʃiuɛn	tʂiuɛn	crywen	tʂjwɛn	tʂɥɛn		
千	千	清	先天齊	陰	tsʻiɛn	tsʻiɛn	chyen	tsʰjɛn	tsʰjɛn		
千	阡	清	先天齊	陰	tsʻiɛn	tsʻiɛn	chyen	tsʰjɛn	tsʰjɛn		
千	芊	清	先天齊	陰	tsʻiɛn	tsʻiɛn	chyen	tsʰjɛn	tsʰjɛn		
千	遷	清	先天齊	陰	tsʻiɛn	tsʻiɛn	chyen	tsʰjɛn	tsʰjɛn		
千	韆	清	先天齊	陰	tsʻiɛn	tsʻiɛn	chyen	tsʰjɛn	tsʰjɛn		
軒	軒	曉	先天齊	陰	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
軒	掀	曉	先天齊	陰	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
軒	祆	曉	先天齊	陰	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
烟	烟	影	先天齊	陰	iɛn	iɛn	yen	jɛn	jɛn		
烟	燕	影	先天齊	陰	iɛn	iɛn	yen	jɛn	jɛn		
烟	胭	影	先天齊	陰	iɛn	iɛn	yen	jɛn	jɛn		
烟	咽	影	先天齊	陰	iɛn	iɛn	yen	jɛn	jɛn		
烟	嫣	影	先天齊	陰	iɛn	iɛn	yen	jɛn	jɛn		
牽	牽	溪	先天齊	陰	kʻiɛn	kʻiɛn	khyen	kʰjɛn	kʰjɛn		
牽	愆	溪	先天齊	陰	kʻiɛn	kʻiɛn	khyen	kʰjɛn	kʰjɛn		
牽	褰	溪	先天齊	陰	kʻiɛn	kʻiɛn	khyen	kʰjɛn	kʰjɛn		
牽	騫	溪	先天齊	陰	kʻiɛn	kʻiɛn	khyen	kʰjɛn	kʰjɛn		
篇	篇	滂	先天齊	陰	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
篇	扁	滂	先天齊	陰	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
篇	蹁	滂	先天齊	陰	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
篇	偏	滂	先天齊	陰	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
篇	翩	滂	先天齊	陰	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
淵	淵	影	先天撮	陰	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
淵	冤	影	先天撮	陰	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
淵	宛	影	先天撮	陰	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
淵	鵷	影	先天撮	陰	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
淵	鴛	影	先天撮	陰	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
淵	蜿	影	先天撮	陰	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
痊	痊	清	先天撮	陰	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
痊	詮	清	先天撮	陰	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
痊	筌	清	先天撮	陰	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
痊	銓	清	先天撮	陰	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
痊	悛	清	先天撮	陰	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
痊	朘脧	清	先天撮	陰	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
痊	荃	清	先天撮	陰	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
宣	宣	心	先天撮	陰	siuɛn	siuɛn	sywen	sjwɛn	sɥɛn		
宣	揎	心	先天撮	陰	siuɛn	siuɛn	sywen	sjwɛn	sɥɛn		
宣	瑄	心	先天撮	陰	siuɛn	siuɛn	sywen	sjwɛn	sɥɛn		
川	川	穿	先天撮	陰	tʃʻiuɛn	tʂʻiuɛn	crhywen	tʂʰjwɛn	tʂʰɥɛn		
川	穿	穿	先天撮	陰	tʃʻiuɛn	tʂʻiuɛn	crhywen	tʂʰjwɛn	tʂʰɥɛn		
圈	圈	溪	先天撮	陰	kʻiuɛn	kʻiuɛn	khywen	kʰjwɛn	kʰɥɛn		
天	天	透	先天齊	陰	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
鎸	鐫鎸	精	先天撮	陰	tsiuɛn	tsiuɛn	cywen	tsjwɛn	tsɥɛn		
連	連	來	先天齊	陽	liɛn	liɛn	lyen	ljɛn	ljɛn		
連	蓮	來	先天齊	陽	liɛn	liɛn	lyen	ljɛn	ljɛn		
連	憐	來	先天齊	陽	liɛn	liɛn	lyen	ljɛn	ljɛn		
眠	眠	明	先天齊	陽	miɛn	miɛn	myen	mjɛn	mjɛn		
眠	綿	明	先天齊	陽	miɛn	miɛn	myen	mjɛn	mjɛn		
然	然	日	先天齊	陽	ʒiɛn	ɽiɛn	ryen	ɻjɛn	ɻjɛn		
然	燃	日	先天齊	陽	ʒiɛn	ɽiɛn	ryen	ɻjɛn	ɻjɛn		
廛	廛	穿	先天齊	陽	tʃʻiɛn	tʂʻiɛn	crhyen	tʂʰjɛn	tʂʰjɛn		
廛	躔	穿	先天齊	陽	tʃʻiɛn	tʂʻiɛn	crhyen	tʂʰjɛn	tʂʰjɛn		
廛	纏	穿	先天齊	陽	tʃʻiɛn	tʂʻiɛn	crhyen	tʂʰjɛn	tʂʰjɛn		
廛	禪	穿	先天齊	陽	tʃʻiɛn	tʂʻiɛn	crhyen	tʂʰjɛn	tʂʰjɛn		
廛	蟬	穿	先天齊	陽	tʃʻiɛn	tʂʻiɛn	crhyen	tʂʰjɛn	tʂʰjɛn		
前	前	清	先天齊	陽	tsʻiɛn	tsʻiɛn	chyen	tsʰjɛn	tsʰjɛn		
前	錢	清	先天齊	陽	tsʻiɛn	tsʻiɛn	chyen	tsʰjɛn	tsʰjɛn		
田	田	透	先天齊	陽	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
田	畋	透	先天齊	陽	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
田	闐	透	先天齊	陽	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
田	填	透	先天齊	陽	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
田	鈿	透	先天齊	陽	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
賢	賢	曉	先天齊	陽	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
賢	絃	曉	先天齊	陽	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
賢	弦	曉	先天齊	陽	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
賢	舷	曉	先天齊	陽	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
賢	懸	曉	先天齊	陽	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
玄	玄	曉	先天撮	陽	xiuɛn	xiuɛn	hywen	xjwɛn	xɥɛn		
延	延	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	筵	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	鋋	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	埏	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	蜒	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	緣	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	妍	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	言	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	研	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	焉	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
延	沿	影	先天齊	陽	iɛn	iɛn	yen	jɛn	jɛn		
乾	乾	溪	先天齊	陽	kʻiɛn	kʻiɛn	khyen	kʰjɛn	kʰjɛn		
乾	虔	溪	先天齊	陽	kʻiɛn	kʻiɛn	khyen	kʰjɛn	kʰjɛn		
元	元	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	黿	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	圓	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	員	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	捐	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	園	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	圜	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	袁	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	猿	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	轅	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	原	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	嫄	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	源	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	垣	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	鉛	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	鳶	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	湲	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
元	援	影	先天撮	陽	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
全	全	清	先天撮	陽	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
全	泉	清	先天撮	陽	tsʻiuɛn	tsʻiuɛn	chywen	tsʰjwɛn	tsʰɥɛn		
旋	旋	心	先天撮	陽	siuɛn	siuɛn	sywen	sjwɛn	sɥɛn		
旋	還	心	先天撮	陽	siuɛn	siuɛn	sywen	sjwɛn	sɥɛn		
旋	璇	心	先天撮	陽	siuɛn	siuɛn	sywen	sjwɛn	sɥɛn		
船	船	穿	先天撮	陽	tʃʻiuɛn	tʂʻiuɛn	crhywen	tʂʰjwɛn	tʂʰɥɛn		
船	傳	穿	先天撮	陽	tʃʻiuɛn	tʂʻiuɛn	crhywen	tʂʰjwɛn	tʂʰɥɛn		
船	椽	穿	先天撮	陽	tʃʻiuɛn	tʂʻiuɛn	crhywen	tʂʰjwɛn	tʂʰɥɛn		
拳	拳	溪	先天撮	陽	kʻiuɛn	kʻiuɛn	khywen	kʰjwɛn	kʰɥɛn		
拳	顴	溪	先天撮	陽	kʻiuɛn	kʻiuɛn	khywen	kʰjwɛn	kʰɥɛn		
拳	權	溪	先天撮	陽	kʻiuɛn	kʻiuɛn	khywen	kʰjwɛn	kʰɥɛn		
拳	鬈	溪	先天撮	陽	kʻiuɛn	kʻiuɛn	khywen	kʰjwɛn	kʰɥɛn		
胼	胼	滂	先天齊	陽	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
胼	駢	滂	先天齊	陽	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
胼	軿	滂	先天齊	陽	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
胼	便	滂	先天齊	陽	pʻiɛn	pʻiɛn	phyen	pʰjɛn	pʰjɛn		
聯	聯	來	先天撮	陽	liuɛn	liuɛn	lywen	ljwɛn	lɥɛn		
聯	攣	來	先天撮	陽	liuɛn	liuɛn	lywen	ljwɛn	lɥɛn		
年	年	泥	先天齊	陽	niɛn	niɛn	nyen	njɛn	njɛn		
涎	涎	心	先天齊	陽	siɛn	siɛn	syen	sjɛn	sjɛn		
遠	遠	影	先天撮	上	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
遠	阮	影	先天撮	上	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
遠	苑	影	先天撮	上	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
遠	畹	影	先天撮	上	iuɛn	iuɛn	ywen	jwɛn	ɥɛn		
兖	兗兖	影	先天齊	上	iɛn	iɛn	yen	jɛn	jɛn		
兖	偃	影	先天齊	上	iɛn	iɛn	yen	jɛn	jɛn		
兖	演	影	先天齊	上	iɛn	iɛn	yen	jɛn	jɛn		
兖	堰	影	先天齊	上	iɛn	iɛn	yen	jɛn	jɛn		
兖	衍	影	先天齊	上	iɛn	iɛn	yen	jɛn	jɛn		
兖	鼴	影	先天齊	上	iɛn	iɛn	yen	jɛn	jɛn		
卷	卷	見	先天撮	上	kiuɛn	kiuɛn	kywen	kjwɛn	kɥɛn		
卷	捲	見	先天撮	上	kiuɛn	kiuɛn	kywen	kjwɛn	kɥɛn		
鮮	鮮	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	跣	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	洗	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	銑	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	毨	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	筅	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	獮	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	蘚	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
鮮	癬	心	先天齊	上	siɛn	siɛn	syen	sjɛn	sjɛn		
腆	腆	透	先天齊	上	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
腆	殄	透	先天齊	上	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
腆	沴	透	先天齊	上	tʻiɛn	tʻiɛn	thyen	tʰjɛn	tʰjɛn		
䮿	䮿	見	先天齊	上	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
䮿	蹇	見	先天齊	上	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
䮿	繭	見	先天齊	上	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
䮿	筧	見	先天齊	上	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
䮿	挸	見	先天齊	上	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
䮿	𥀹	見	先天齊	上	kiɛn	kiɛn	kyen	kjɛn	kjɛn		
剪	剪	精	先天齊	上	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
剪	翦	精	先天齊	上	tsiɛn	tsiɛn	cyen	tsjɛn	tsjɛn		
撚	撚	泥	先天齊	上	niɛn	niɛn	nyen	njɛn	njɛn		
撚	輾	泥	先天齊	上	niɛn	niɛn	nyen	njɛn	njɛn		
撚	碾	泥	先天齊	上	niɛn	niɛn	nyen	njɛn	njɛn		
撚	讞	泥	先天齊	上	niɛn	niɛn	nyen	njɛn	njɛn		
輦	輦	來	先天齊	上	liɛn	liɛn	lyen	ljɛn	ljɛn		
輦	璉	來	先天齊	上	liɛn	liɛn	lyen	ljɛn	ljɛn		
臠	臠	來	先天撮	上	liuɛn	liuɛn	lywen	ljwɛn	lɥɛn		
臠	孌	來	先天撮	上	liuɛn	liuɛn	lywen	ljwɛn	lɥɛn		
囀	囀	照	先天撮	上	tʃiuɛn	tʂiuɛn	crywen	tʂjwɛn	tʂɥɛn		
囀	轉	照	先天撮	上	tʃiuɛn	tʂiuɛn	crywen	tʂjwɛn	tʂɥɛn		
貶	貶	幫	先天齊	上	piɛn	piɛn	pyen	pjɛn	pjɛn		
貶	扁	幫	先天齊	上	piɛn	piɛn	pyen	pjɛn	pjɛn		
貶	匾	幫	先天齊	上	piɛn	piɛn	pyen	pjɛn	pjɛn		
貶	艑	幫	先天齊	上	piɛn	piɛn	pyen	pjɛn	pjɛn		
貶	緶	幫	先天齊	上	piɛn	piɛn	pyen	pjɛn	pjɛn		
沔	沔	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
沔	湎	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
沔	黽	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
沔	免	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
沔	冕	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
沔	勉	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
沔	俛	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
沔	眄	明	先天齊	上	miɛn	miɛn	myen	mjɛn	mjɛn		
喘	喘	穿	先天撮	上	tʃʻiuɛn	tʂʻiuɛn	crhywen	tʂʰjwɛn	tʂʰɥɛn		
喘	舛	穿	先天撮	上	tʃʻiuɛn	tʂʻiuɛn	crhywen	tʂʰjwɛn	tʂʰɥɛn		
闡	闡	穿	先天齊	上	tʃʻiɛn	tʂʻiɛn	crhyen	tʂʰjɛn	tʂʰjɛn		
闡	蕆	穿	先天齊	上	tʃʻiɛn	tʂʻiɛn	crhyen	tʂʰjɛn	tʂʰjɛn		
典	典	端	先天齊	上	tiɛn	tiɛn	tyen	tjɛn	tjɛn		
顯	顯	曉	先天齊	上	xiɛn	xiɛn	hyen	xjɛn	xjɛn		
